Date,City,Item,Category,Price
2026-01-17,Sialkot,Diesel,Fuel,237
2026-01-17,Sialkot,Onion,Vegetables,94
2026-01-17,Sialkot,Tomato,Vegetables,92
2026-01-17,Sialkot,Potato,Vegetables,80
2026-01-17,Sialkot,Chicken,Protein,566
2026-01-17,Sialkot,Meat,Protein,1157
2026-01-17,Sialkot,Cooking Oil,Others,493
2026-01-17,Sialkot,Tea,Others,1652
2026-01-17,Hyderabad,Flour,Essentials,175
2026-01-17,Hyderabad,Sugar,Essentials,171
2026-01-17,Hyderabad,Rice,Essentials,161
2026-01-17,Hyderabad,Milk,Essentials,259
2026-01-17,Hyderabad,Eggs,Essentials,358
2026-01-17,Hyderabad,Bread,Essentials,77
2026-01-17,Hyderabad,Petrol,Fuel,269
2026-01-17,Hyderabad,Diesel,Fuel,242
2026-01-17,Hyderabad,Onion,Vegetables,111
2026-01-17,Hyderabad,Tomato,Vegetables,142
2026-01-17,Hyderabad,Potato,Vegetables,78
2026-01-17,Hyderabad,Chicken,Protein,554
2026-01-17,Hyderabad,Meat,Protein,1140
2026-01-17,Hyderabad,Cooking Oil,Others,485
2026-01-17,Hyderabad,Tea,Others,1688
2026-01-17,Gujranwala,Flour,Essentials,170
2026-01-17,Gujranwala,Sugar,Essentials,163
2026-01-17,Gujranwala,Rice,Essentials,170
2026-01-17,Gujranwala,Milk,Essentials,254
2026-01-17,Gujranwala,Eggs,Essentials,332
2026-01-17,Gujranwala,Bread,Essentials,78
2026-01-17,Gujranwala,Petrol,Fuel,267
2026-01-17,Gujranwala,Diesel,Fuel,239
2026-01-17,Gujranwala,Onion,Vegetables,86
2026-01-17,Gujranwala,Tomato,Vegetables,139
2026-01-17,Gujranwala,Potato,Vegetables,80
2026-01-17,Gujranwala,Chicken,Protein,555
2026-01-17,Gujranwala,Meat,Protein,1115
2026-01-17,Gujranwala,Cooking Oil,Others,485
2026-01-17,Gujranwala,Tea,Others,1682
2026-01-17,Sukkur,Flour,Essentials,173
2026-01-17,Sukkur,Sugar,Essentials,148
2026-01-17,Sukkur,Rice,Essentials,153
2026-01-17,Sukkur,Milk,Essentials,258
2026-01-17,Sukkur,Eggs,Essentials,338
2026-01-17,Sukkur,Bread,Essentials,76
2026-01-17,Sukkur,Petrol,Fuel,261
2026-01-17,Sukkur,Diesel,Fuel,234
2026-01-17,Sukkur,Onion,Vegetables,72
2026-01-17,Sukkur,Tomato,Vegetables,104
2026-01-17,Sukkur,Potato,Vegetables,88
2026-01-17,Sukkur,Chicken,Protein,572
2026-01-17,Sukkur,Meat,Protein,1134
2026-01-17,Sukkur,Cooking Oil,Others,469
2026-01-17,Sukkur,Tea,Others,1625
2026-01-17,Bahawalpur,Flour,Essentials,168
2026-01-17,Bahawalpur,Sugar,Essentials,166
2026-01-17,Bahawalpur,Rice,Essentials,163
2026-01-17,Bahawalpur,Milk,Essentials,258
2026-01-17,Bahawalpur,Eggs,Essentials,329
2026-01-17,Bahawalpur,Bread,Essentials,73
2026-01-17,Bahawalpur,Petrol,Fuel,261
2026-01-17,Bahawalpur,Diesel,Fuel,234
2026-01-17,Bahawalpur,Onion,Vegetables,75
2026-01-17,Bahawalpur,Tomato,Vegetables,88
2026-01-17,Bahawalpur,Potato,Vegetables,85
2026-01-17,Bahawalpur,Chicken,Protein,563
2026-01-17,Bahawalpur,Meat,Protein,1122
2026-01-17,Bahawalpur,Cooking Oil,Others,493
2026-01-17,Bahawalpur,Tea,Others,1608
2026-01-17,Abbottabad,Flour,Essentials,186
2026-01-17,Abbottabad,Sugar,Essentials,175
2026-01-17,Abbottabad,Rice,Essentials,168
2026-01-17,Abbottabad,Milk,Essentials,268
2026-01-17,Abbottabad,Eggs,Essentials,317
2026-01-17,Abbottabad,Bread,Essentials,71
2026-01-17,Abbottabad,Petrol,Fuel,272
2026-01-17,Abbottabad,Diesel,Fuel,244
2026-01-17,Abbottabad,Onion,Vegetables,95
2026-01-17,Abbottabad,Tomato,Vegetables,138
2026-01-17,Abbottabad,Potato,Vegetables,75
2026-01-17,Abbottabad,Chicken,Protein,562
2026-01-17,Abbottabad,Meat,Protein,1159
2026-01-17,Abbottabad,Cooking Oil,Others,520
2026-01-17,Abbottabad,Tea,Others,1658
2026-01-17,Mirpur,Flour,Essentials,180
2026-01-17,Mirpur,Sugar,Essentials,152
2026-01-17,Mirpur,Rice,Essentials,169
2026-01-17,Mirpur,Milk,Essentials,260
2026-01-17,Mirpur,Eggs,Essentials,347
2026-01-17,Mirpur,Bread,Essentials,76
2026-01-17,Mirpur,Petrol,Fuel,267
2026-01-17,Mirpur,Diesel,Fuel,239
2026-01-17,Mirpur,Onion,Vegetables,90
2026-01-17,Mirpur,Tomato,Vegetables,143
2026-01-17,Mirpur,Potato,Vegetables,67
2026-01-17,Mirpur,Chicken,Protein,555
2026-01-17,Mirpur,Meat,Protein,1166
2026-01-17,Mirpur,Cooking Oil,Others,496
2026-01-17,Mirpur,Tea,Others,1652
2026-01-18,Karachi,Flour,Essentials,188
2026-01-18,Karachi,Sugar,Essentials,178
2026-01-18,Karachi,Rice,Essentials,173
2026-01-18,Karachi,Milk,Essentials,279
2026-01-18,Karachi,Eggs,Essentials,350
2026-01-18,Karachi,Bread,Essentials,87
2026-01-18,Karachi,Petrol,Fuel,280
2026-01-18,Karachi,Diesel,Fuel,251
2026-01-18,Karachi,Onion,Vegetables,96
2026-01-18,Karachi,Tomato,Vegetables,115
2026-01-18,Karachi,Potato,Vegetables,66
2026-01-18,Karachi,Chicken,Protein,575
2026-01-18,Karachi,Meat,Protein,1185
2026-01-18,Karachi,Cooking Oil,Others,521
2026-01-18,Karachi,Tea,Others,1747
2026-01-18,Lahore,Flour,Essentials,183
2026-01-18,Lahore,Sugar,Essentials,165
2026-01-18,Lahore,Rice,Essentials,181
2026-01-18,Lahore,Milk,Essentials,257
2026-01-18,Lahore,Eggs,Essentials,346
2026-01-18,Lahore,Bread,Essentials,77
2026-01-18,Lahore,Petrol,Fuel,272
2026-01-18,Lahore,Diesel,Fuel,244
2026-01-18,Lahore,Onion,Vegetables,92
2026-01-18,Lahore,Tomato,Vegetables,140
2026-01-18,Lahore,Potato,Vegetables,81
2026-01-18,Lahore,Chicken,Protein,564
2026-01-18,Lahore,Meat,Protein,1172
2026-01-18,Lahore,Cooking Oil,Others,515
2026-01-18,Lahore,Tea,Others,1690
2026-01-18,Islamabad,Flour,Essentials,170
2026-01-18,Islamabad,Sugar,Essentials,161
2026-01-18,Islamabad,Rice,Essentials,174
2026-01-18,Islamabad,Milk,Essentials,270
2026-01-18,Islamabad,Eggs,Essentials,343
2026-01-18,Islamabad,Bread,Essentials,82
2026-01-18,Islamabad,Petrol,Fuel,277
2026-01-18,Islamabad,Diesel,Fuel,249
2026-01-18,Islamabad,Onion,Vegetables,91
2026-01-18,Islamabad,Tomato,Vegetables,127
2026-01-18,Islamabad,Potato,Vegetables,84
2026-01-18,Islamabad,Chicken,Protein,552
2026-01-18,Islamabad,Meat,Protein,1138
2026-01-18,Islamabad,Cooking Oil,Others,504
2026-01-18,Islamabad,Tea,Others,1715
2026-01-18,Faisalabad,Flour,Essentials,175
2026-01-18,Faisalabad,Sugar,Essentials,149
2026-01-18,Faisalabad,Rice,Essentials,163
2026-01-18,Faisalabad,Milk,Essentials,257
2026-01-18,Faisalabad,Eggs,Essentials,322
2026-01-18,Faisalabad,Bread,Essentials,75
2026-01-18,Faisalabad,Petrol,Fuel,267
2026-01-18,Faisalabad,Diesel,Fuel,239
2026-01-18,Faisalabad,Onion,Vegetables,94
2026-01-18,Faisalabad,Tomato,Vegetables,129
2026-01-18,Faisalabad,Potato,Vegetables,73
2026-01-18,Faisalabad,Chicken,Protein,583
2026-01-18,Faisalabad,Meat,Protein,1107
2026-01-18,Faisalabad,Cooking Oil,Others,504
2026-01-18,Faisalabad,Tea,Others,1666
2026-01-18,Rawalpindi,Flour,Essentials,172
2026-01-18,Rawalpindi,Sugar,Essentials,149
2026-01-18,Rawalpindi,Rice,Essentials,173
2026-01-18,Rawalpindi,Milk,Essentials,272
2026-01-18,Rawalpindi,Eggs,Essentials,340
2026-01-18,Rawalpindi,Bread,Essentials,83
2026-01-18,Rawalpindi,Petrol,Fuel,269
2026-01-18,Rawalpindi,Diesel,Fuel,242
2026-01-18,Rawalpindi,Onion,Vegetables,98
2026-01-18,Rawalpindi,Tomato,Vegetables,129
2026-01-18,Rawalpindi,Potato,Vegetables,65
2026-01-18,Rawalpindi,Chicken,Protein,527
2026-01-18,Rawalpindi,Meat,Protein,1147
2026-01-18,Rawalpindi,Cooking Oil,Others,504
2026-01-18,Rawalpindi,Tea,Others,1693
2026-01-18,Multan,Flour,Essentials,176
2026-01-18,Multan,Sugar,Essentials,160
2026-01-18,Multan,Rice,Essentials,162
2026-01-18,Multan,Milk,Essentials,250
2026-01-18,Multan,Eggs,Essentials,313
2026-01-18,Multan,Bread,Essentials,82
2026-01-18,Multan,Petrol,Fuel,264
2026-01-18,Multan,Diesel,Fuel,237
2026-01-18,Multan,Onion,Vegetables,104
2026-01-18,Multan,Tomato,Vegetables,116
2026-01-18,Multan,Potato,Vegetables,80
2026-01-18,Multan,Chicken,Protein,515
2026-01-18,Multan,Meat,Protein,1149
2026-01-18,Multan,Cooking Oil,Others,510
2026-01-18,Multan,Tea,Others,1662
2026-01-18,Peshawar,Flour,Essentials,180
2026-01-18,Peshawar,Sugar,Essentials,164
2026-01-18,Peshawar,Rice,Essentials,178
2026-01-18,Peshawar,Milk,Essentials,272
2026-01-18,Peshawar,Eggs,Essentials,348
2026-01-18,Peshawar,Bread,Essentials,79
2026-01-18,Peshawar,Petrol,Fuel,275
2026-01-18,Peshawar,Diesel,Fuel,246
2026-01-18,Peshawar,Onion,Vegetables,84
2026-01-18,Peshawar,Tomato,Vegetables,139
2026-01-18,Peshawar,Potato,Vegetables,75
2026-01-18,Peshawar,Chicken,Protein,581
2026-01-18,Peshawar,Meat,Protein,1163
2026-01-18,Peshawar,Cooking Oil,Others,499
2026-01-18,Peshawar,Tea,Others,1694
2026-01-18,Quetta,Flour,Essentials,183
2026-01-18,Quetta,Sugar,Essentials,164
2026-01-18,Quetta,Rice,Essentials,186
2026-01-18,Quetta,Milk,Essentials,260
2026-01-18,Quetta,Eggs,Essentials,364
2026-01-18,Quetta,Bread,Essentials,85
2026-01-18,Quetta,Petrol,Fuel,277
2026-01-18,Quetta,Diesel,Fuel,249
2026-01-18,Quetta,Onion,Vegetables,114
2026-01-18,Quetta,Tomato,Vegetables,152
2026-01-18,Quetta,Potato,Vegetables,75
2026-01-18,Quetta,Chicken,Protein,589
2026-01-18,Quetta,Meat,Protein,1148
2026-01-18,Quetta,Cooking Oil,Others,510
2026-01-18,Quetta,Tea,Others,1744
2026-01-18,Sialkot,Flour,Essentials,166
2026-01-18,Sialkot,Sugar,Essentials,143
2026-01-18,Sialkot,Rice,Essentials,175
2026-01-18,Sialkot,Milk,Essentials,254
2026-01-18,Sialkot,Eggs,Essentials,332
2026-01-18,Sialkot,Bread,Essentials,70
2026-01-18,Sialkot,Petrol,Fuel,264
2026-01-18,Sialkot,Diesel,Fuel,237
2026-01-18,Sialkot,Onion,Vegetables,91
2026-01-18,Sialkot,Tomato,Vegetables,104
2026-01-18,Sialkot,Potato,Vegetables,68
2026-01-18,Sialkot,Chicken,Protein,541
2026-01-18,Sialkot,Meat,Protein,1099
2026-01-18,Sialkot,Cooking Oil,Others,496
2026-01-18,Sialkot,Tea,Others,1663
2026-01-18,Hyderabad,Flour,Essentials,188
2026-01-18,Hyderabad,Sugar,Essentials,165
2026-01-18,Hyderabad,Rice,Essentials,155
2026-01-18,Hyderabad,Milk,Essentials,266
2026-01-18,Hyderabad,Eggs,Essentials,359
2026-01-18,Hyderabad,Bread,Essentials,69
2026-01-18,Hyderabad,Petrol,Fuel,269
2026-01-18,Hyderabad,Diesel,Fuel,242
2026-01-18,Hyderabad,Onion,Vegetables,110
2026-01-18,Hyderabad,Tomato,Vegetables,129
2026-01-18,Hyderabad,Potato,Vegetables,70
2026-01-18,Hyderabad,Chicken,Protein,565
2026-01-18,Hyderabad,Meat,Protein,1136
2026-01-18,Hyderabad,Cooking Oil,Others,489
2026-01-18,Hyderabad,Tea,Others,1695
2026-01-18,Gujranwala,Flour,Essentials,179
2026-01-18,Gujranwala,Sugar,Essentials,159
2026-01-18,Gujranwala,Rice,Essentials,166
2026-01-18,Gujranwala,Milk,Essentials,250
2026-01-18,Gujranwala,Eggs,Essentials,339
2026-01-18,Gujranwala,Bread,Essentials,76
2026-01-18,Gujranwala,Petrol,Fuel,267
2026-01-18,Gujranwala,Diesel,Fuel,239
2026-01-18,Gujranwala,Onion,Vegetables,102
2026-01-18,Gujranwala,Tomato,Vegetables,124
2026-01-18,Gujranwala,Potato,Vegetables,71
2026-01-18,Gujranwala,Chicken,Protein,562
2026-01-18,Gujranwala,Meat,Protein,1153
2026-01-18,Gujranwala,Cooking Oil,Others,478
2026-01-18,Gujranwala,Tea,Others,1651
2026-01-18,Sukkur,Flour,Essentials,178
2026-01-18,Sukkur,Sugar,Essentials,160
2026-01-18,Sukkur,Rice,Essentials,151
2026-01-18,Sukkur,Milk,Essentials,259
2026-01-18,Sukkur,Eggs,Essentials,342
2026-01-18,Sukkur,Bread,Essentials,71
2026-01-18,Sukkur,Petrol,Fuel,261
2026-01-18,Sukkur,Diesel,Fuel,234
2026-01-18,Sukkur,Onion,Vegetables,106
2026-01-18,Sukkur,Tomato,Vegetables,116
2026-01-18,Sukkur,Potato,Vegetables,74
2026-01-18,Sukkur,Chicken,Protein,539
2026-01-18,Sukkur,Meat,Protein,1155
2026-01-18,Sukkur,Cooking Oil,Others,470
2026-01-18,Sukkur,Tea,Others,1648
2026-01-18,Bahawalpur,Flour,Essentials,178
2026-01-18,Bahawalpur,Sugar,Essentials,152
2026-01-18,Bahawalpur,Rice,Essentials,176
2026-01-18,Bahawalpur,Milk,Essentials,261
2026-01-18,Bahawalpur,Eggs,Essentials,334
2026-01-18,Bahawalpur,Bread,Essentials,70
2026-01-18,Bahawalpur,Petrol,Fuel,261
2026-01-18,Bahawalpur,Diesel,Fuel,234
2026-01-18,Bahawalpur,Onion,Vegetables,79
2026-01-18,Bahawalpur,Tomato,Vegetables,140
2026-01-18,Bahawalpur,Potato,Vegetables,74
2026-01-18,Bahawalpur,Chicken,Protein,521
2026-01-18,Bahawalpur,Meat,Protein,1124
2026-01-18,Bahawalpur,Cooking Oil,Others,486
2026-01-18,Bahawalpur,Tea,Others,1618
2026-01-18,Abbottabad,Flour,Essentials,178
2026-01-18,Abbottabad,Sugar,Essentials,172
2026-01-18,Abbottabad,Rice,Essentials,178
2026-01-18,Abbottabad,Milk,Essentials,255
2026-01-18,Abbottabad,Eggs,Essentials,341
2026-01-18,Abbottabad,Bread,Essentials,74
2026-01-18,Abbottabad,Petrol,Fuel,272
2026-01-18,Abbottabad,Diesel,Fuel,244
2026-01-18,Abbottabad,Onion,Vegetables,83
2026-01-18,Abbottabad,Tomato,Vegetables,134
2026-01-18,Abbottabad,Potato,Vegetables,90
2026-01-18,Abbottabad,Chicken,Protein,585
2026-01-18,Abbottabad,Meat,Protein,1194
2026-01-18,Abbottabad,Cooking Oil,Others,508
2026-01-18,Abbottabad,Tea,Others,1680
2026-01-18,Mirpur,Flour,Essentials,187
2026-01-18,Mirpur,Sugar,Essentials,166
2026-01-18,Mirpur,Rice,Essentials,166
2026-01-18,Mirpur,Milk,Essentials,257
2026-01-18,Mirpur,Eggs,Essentials,341
2026-01-18,Mirpur,Bread,Essentials,74
2026-01-18,Mirpur,Petrol,Fuel,267
2026-01-18,Mirpur,Diesel,Fuel,239
2026-01-18,Mirpur,Onion,Vegetables,96
2026-01-18,Mirpur,Tomato,Vegetables,121
2026-01-18,Mirpur,Potato,Vegetables,73
2026-01-18,Mirpur,Chicken,Protein,548
2026-01-18,Mirpur,Meat,Protein,1148
2026-01-18,Mirpur,Cooking Oil,Others,489
2026-01-18,Mirpur,Tea,Others,1660
2026-01-19,Karachi,Flour,Essentials,192
2026-01-19,Karachi,Sugar,Essentials,175
2026-01-19,Karachi,Rice,Essentials,180
2026-01-19,Karachi,Milk,Essentials,268
2026-01-19,Karachi,Eggs,Essentials,345
2026-01-19,Karachi,Bread,Essentials,82
2026-01-19,Karachi,Petrol,Fuel,280
2026-01-19,Karachi,Diesel,Fuel,251
2026-01-19,Karachi,Onion,Vegetables,94
2026-01-19,Karachi,Tomato,Vegetables,157
2026-01-19,Karachi,Potato,Vegetables,83
2026-01-19,Karachi,Chicken,Protein,583
2026-01-19,Karachi,Meat,Protein,1181
2026-01-19,Karachi,Cooking Oil,Others,503
2026-01-19,Karachi,Tea,Others,1762
2026-01-19,Lahore,Flour,Essentials,177
2026-01-19,Lahore,Sugar,Essentials,165
2026-01-19,Lahore,Rice,Essentials,169
2026-01-19,Lahore,Milk,Essentials,275
2026-01-19,Lahore,Eggs,Essentials,342
2026-01-19,Lahore,Bread,Essentials,76
2026-01-19,Lahore,Petrol,Fuel,272
2026-01-19,Lahore,Diesel,Fuel,244
2026-01-19,Lahore,Onion,Vegetables,105
2026-01-19,Lahore,Tomato,Vegetables,128
2026-01-19,Lahore,Potato,Vegetables,84
2026-01-19,Lahore,Chicken,Protein,576
2026-01-19,Lahore,Meat,Protein,1186
2026-01-19,Lahore,Cooking Oil,Others,513
2026-01-19,Lahore,Tea,Others,1695
2026-01-19,Islamabad,Flour,Essentials,189
2026-01-19,Islamabad,Sugar,Essentials,168
2026-01-19,Islamabad,Rice,Essentials,179
2026-01-19,Islamabad,Milk,Essentials,264
2026-01-19,Islamabad,Eggs,Essentials,361
2026-01-19,Islamabad,Bread,Essentials,87
2026-01-19,Islamabad,Petrol,Fuel,277
2026-01-19,Islamabad,Diesel,Fuel,249
2026-01-19,Islamabad,Onion,Vegetables,115
2026-01-19,Islamabad,Tomato,Vegetables,141
2026-01-19,Islamabad,Potato,Vegetables,87
2026-01-19,Islamabad,Chicken,Protein,567
2026-01-19,Islamabad,Meat,Protein,1178
2026-01-19,Islamabad,Cooking Oil,Others,521
2026-01-19,Islamabad,Tea,Others,1712
2026-01-19,Faisalabad,Flour,Essentials,171
2026-01-19,Faisalabad,Sugar,Essentials,164
2026-01-19,Faisalabad,Rice,Essentials,176
2026-01-19,Faisalabad,Milk,Essentials,255
2026-01-19,Faisalabad,Eggs,Essentials,333
2026-01-19,Faisalabad,Bread,Essentials,82
2026-01-19,Faisalabad,Petrol,Fuel,267
2026-01-19,Faisalabad,Diesel,Fuel,239
2026-01-19,Faisalabad,Onion,Vegetables,110
2026-01-19,Faisalabad,Tomato,Vegetables,107
2026-01-19,Faisalabad,Potato,Vegetables,75
2026-01-19,Faisalabad,Chicken,Protein,550
2026-01-19,Faisalabad,Meat,Protein,1158
2026-01-19,Faisalabad,Cooking Oil,Others,484
2026-01-19,Faisalabad,Tea,Others,1633
2026-01-19,Rawalpindi,Flour,Essentials,168
2026-01-19,Rawalpindi,Sugar,Essentials,152
2026-01-19,Rawalpindi,Rice,Essentials,165
2026-01-19,Rawalpindi,Milk,Essentials,261
2026-01-19,Rawalpindi,Eggs,Essentials,315
2026-01-19,Rawalpindi,Bread,Essentials,75
2026-01-19,Rawalpindi,Petrol,Fuel,269
2026-01-19,Rawalpindi,Diesel,Fuel,242
2026-01-19,Rawalpindi,Onion,Vegetables,93
2026-01-19,Rawalpindi,Tomato,Vegetables,135
2026-01-19,Rawalpindi,Potato,Vegetables,64
2026-01-19,Rawalpindi,Chicken,Protein,573
2026-01-19,Rawalpindi,Meat,Protein,1169
2026-01-19,Rawalpindi,Cooking Oil,Others,492
2026-01-19,Rawalpindi,Tea,Others,1659
2026-01-19,Multan,Flour,Essentials,174
2026-01-19,Multan,Sugar,Essentials,154
2026-01-19,Multan,Rice,Essentials,175
2026-01-19,Multan,Milk,Essentials,266
2026-01-19,Multan,Eggs,Essentials,327
2026-01-19,Multan,Bread,Essentials,79
2026-01-19,Multan,Petrol,Fuel,264
2026-01-19,Multan,Diesel,Fuel,237
2026-01-19,Multan,Onion,Vegetables,86
2026-01-19,Multan,Tomato,Vegetables,121
2026-01-19,Multan,Potato,Vegetables,82
2026-01-19,Multan,Chicken,Protein,578
2026-01-19,Multan,Meat,Protein,1133
2026-01-19,Multan,Cooking Oil,Others,502
2026-01-19,Multan,Tea,Others,1623
2026-01-19,Peshawar,Flour,Essentials,188
2026-01-19,Peshawar,Sugar,Essentials,168
2026-01-19,Peshawar,Rice,Essentials,185
2026-01-19,Peshawar,Milk,Essentials,272
2026-01-19,Peshawar,Eggs,Essentials,338
2026-01-19,Peshawar,Bread,Essentials,82
2026-01-19,Peshawar,Petrol,Fuel,275
2026-01-19,Peshawar,Diesel,Fuel,246
2026-01-19,Peshawar,Onion,Vegetables,90
2026-01-19,Peshawar,Tomato,Vegetables,141
2026-01-19,Peshawar,Potato,Vegetables,71
2026-01-19,Peshawar,Chicken,Protein,545
2026-01-19,Peshawar,Meat,Protein,1171
2026-01-19,Peshawar,Cooking Oil,Others,512
2026-01-19,Peshawar,Tea,Others,1731
2026-01-19,Quetta,Flour,Essentials,187
2026-01-19,Quetta,Sugar,Essentials,166
2026-01-19,Quetta,Rice,Essentials,171
2026-01-19,Quetta,Milk,Essentials,275
2026-01-19,Quetta,Eggs,Essentials,350
2026-01-19,Quetta,Bread,Essentials,76
2026-01-19,Quetta,Petrol,Fuel,277
2026-01-19,Quetta,Diesel,Fuel,249
2026-01-19,Quetta,Onion,Vegetables,94
2026-01-19,Quetta,Tomato,Vegetables,144
2026-01-19,Quetta,Potato,Vegetables,80
2026-01-19,Quetta,Chicken,Protein,598
2026-01-19,Quetta,Meat,Protein,1207
2026-01-19,Quetta,Cooking Oil,Others,526
2026-01-19,Quetta,Tea,Others,1692
2026-01-19,Sialkot,Flour,Essentials,188
2026-01-19,Sialkot,Sugar,Essentials,161
2026-01-19,Sialkot,Rice,Essentials,182
2026-01-19,Sialkot,Milk,Essentials,251
2026-01-19,Sialkot,Eggs,Essentials,346
2026-01-19,Sialkot,Bread,Essentials,71
2026-01-19,Sialkot,Petrol,Fuel,264
2026-01-19,Sialkot,Diesel,Fuel,237
2026-01-19,Sialkot,Onion,Vegetables,109
2026-01-19,Sialkot,Tomato,Vegetables,98
2026-01-19,Sialkot,Potato,Vegetables,77
2026-01-19,Sialkot,Chicken,Protein,532
2026-01-19,Sialkot,Meat,Protein,1131
2026-01-19,Sialkot,Cooking Oil,Others,493
2026-01-19,Sialkot,Tea,Others,1644
2026-01-19,Hyderabad,Flour,Essentials,181
2026-01-19,Hyderabad,Sugar,Essentials,163
2026-01-19,Hyderabad,Rice,Essentials,170
2026-01-19,Hyderabad,Milk,Essentials,264
2026-01-19,Hyderabad,Eggs,Essentials,341
2026-01-19,Hyderabad,Bread,Essentials,80
2026-01-19,Hyderabad,Petrol,Fuel,269
2026-01-19,Hyderabad,Diesel,Fuel,242
2026-01-19,Hyderabad,Onion,Vegetables,106
2026-01-19,Hyderabad,Tomato,Vegetables,115
2026-01-19,Hyderabad,Potato,Vegetables,62
2026-01-19,Hyderabad,Chicken,Protein,553
2026-01-19,Hyderabad,Meat,Protein,1141
2026-01-19,Hyderabad,Cooking Oil,Others,503
2026-01-19,Hyderabad,Tea,Others,1711
2026-01-19,Gujranwala,Flour,Essentials,184
2026-01-19,Gujranwala,Sugar,Essentials,157
2026-01-19,Gujranwala,Rice,Essentials,176
2026-01-19,Gujranwala,Milk,Essentials,267
2026-01-19,Gujranwala,Eggs,Essentials,333
2026-01-19,Gujranwala,Bread,Essentials,81
2026-01-19,Gujranwala,Petrol,Fuel,267
2026-01-19,Gujranwala,Diesel,Fuel,239
2026-01-19,Gujranwala,Onion,Vegetables,97
2026-01-19,Gujranwala,Tomato,Vegetables,121
2026-01-19,Gujranwala,Potato,Vegetables,87
2026-01-19,Gujranwala,Chicken,Protein,537
2026-01-19,Gujranwala,Meat,Protein,1138
2026-01-19,Gujranwala,Cooking Oil,Others,479
2026-01-19,Gujranwala,Tea,Others,1648
2026-01-19,Sukkur,Flour,Essentials,168
2026-01-19,Sukkur,Sugar,Essentials,167
2026-01-19,Sukkur,Rice,Essentials,153
2026-01-19,Sukkur,Milk,Essentials,247
2026-01-19,Sukkur,Eggs,Essentials,324
2026-01-19,Sukkur,Bread,Essentials,78
2026-01-19,Sukkur,Petrol,Fuel,261
2026-01-19,Sukkur,Diesel,Fuel,234
2026-01-19,Sukkur,Onion,Vegetables,103
2026-01-19,Sukkur,Tomato,Vegetables,110
2026-01-19,Sukkur,Potato,Vegetables,62
2026-01-19,Sukkur,Chicken,Protein,525
2026-01-19,Sukkur,Meat,Protein,1128
2026-01-19,Sukkur,Cooking Oil,Others,504
2026-01-19,Sukkur,Tea,Others,1650
2026-01-19,Bahawalpur,Flour,Essentials,179
2026-01-19,Bahawalpur,Sugar,Essentials,144
2026-01-19,Bahawalpur,Rice,Essentials,153
2026-01-19,Bahawalpur,Milk,Essentials,255
2026-01-19,Bahawalpur,Eggs,Essentials,329
2026-01-19,Bahawalpur,Bread,Essentials,74
2026-01-19,Bahawalpur,Petrol,Fuel,261
2026-01-19,Bahawalpur,Diesel,Fuel,234
2026-01-19,Bahawalpur,Onion,Vegetables,91
2026-01-19,Bahawalpur,Tomato,Vegetables,135
2026-01-19,Bahawalpur,Potato,Vegetables,68
2026-01-19,Bahawalpur,Chicken,Protein,536
2026-01-19,Bahawalpur,Meat,Protein,1112
2026-01-19,Bahawalpur,Cooking Oil,Others,482
2026-01-19,Bahawalpur,Tea,Others,1639
2026-01-19,Abbottabad,Flour,Essentials,193
2026-01-19,Abbottabad,Sugar,Essentials,167
2026-01-19,Abbottabad,Rice,Essentials,180
2026-01-19,Abbottabad,Milk,Essentials,258
2026-01-19,Abbottabad,Eggs,Essentials,333
2026-01-19,Abbottabad,Bread,Essentials,76
2026-01-19,Abbottabad,Petrol,Fuel,272
2026-01-19,Abbottabad,Diesel,Fuel,244
2026-01-19,Abbottabad,Onion,Vegetables,94
2026-01-19,Abbottabad,Tomato,Vegetables,125
2026-01-19,Abbottabad,Potato,Vegetables,79
2026-01-19,Abbottabad,Chicken,Protein,556
2026-01-19,Abbottabad,Meat,Protein,1163
2026-01-19,Abbottabad,Cooking Oil,Others,501
2026-01-19,Abbottabad,Tea,Others,1732
2026-01-19,Mirpur,Flour,Essentials,180
2026-01-19,Mirpur,Sugar,Essentials,162
2026-01-19,Mirpur,Rice,Essentials,163
2026-01-19,Mirpur,Milk,Essentials,251
2026-01-19,Mirpur,Eggs,Essentials,343
2026-01-19,Mirpur,Bread,Essentials,72
2026-01-19,Mirpur,Petrol,Fuel,267
2026-01-19,Mirpur,Diesel,Fuel,239
2026-01-19,Mirpur,Onion,Vegetables,117
2026-01-19,Mirpur,Tomato,Vegetables,113
2026-01-19,Mirpur,Potato,Vegetables,76
2026-01-19,Mirpur,Chicken,Protein,562
2026-01-19,Mirpur,Meat,Protein,1165
2026-01-19,Mirpur,Cooking Oil,Others,511
2026-01-19,Mirpur,Tea,Others,1661
2026-01-20,Karachi,Flour,Essentials,201
2026-01-20,Karachi,Sugar,Essentials,163
2026-01-20,Karachi,Rice,Essentials,183
2026-01-20,Karachi,Milk,Essentials,262
2026-01-20,Karachi,Eggs,Essentials,332
2026-01-20,Karachi,Bread,Essentials,79
2026-01-20,Karachi,Petrol,Fuel,280
2026-01-20,Karachi,Diesel,Fuel,251
2026-01-20,Karachi,Onion,Vegetables,103
2026-01-20,Karachi,Tomato,Vegetables,146
2026-01-20,Karachi,Potato,Vegetables,80
2026-01-20,Karachi,Chicken,Protein,586
2026-01-20,Karachi,Meat,Protein,1175
2026-01-20,Karachi,Cooking Oil,Others,504
